id,clothtype,type,price,pricerate,weight,quality,level,material,occupation,condition1,condition2,stat1,stat2,defense,magicresistence,atkdistmvsped,attackpower,attackspeed,itemgrade
470,2,121,16615,0,10,60,0,0,51|0|0,31|130,0|0,0|0,0|0,292,74,4,0,0,6
471,2,121,16615,0,10,60,0,0,51|0|0,31|130,0|0,0|0,0|0,292,74,4,0,0,6
472,2,121,16615,0,10,60,0,0,51|0|0,31|130,0|0,0|0,0|0,292,74,4,0,0,6
473,2,121,16615,0,10,60,0,0,51|0|0,31|130,0|0,20|26,39|260,292,74,4,0,0,6
474,2,121,16615,0,10,60,0,0,51|0|0,31|130,0|0,20|26,28|32,292,74,4,0,0,6
475,2,121,16615,0,10,60,0,0,51|0|0,31|125,0|0,20|25,0|0,292,74,4,0,0,6
476,2,121,16615,0,10,60,0,0,51|0|0,31|125,0|0,20|25,0|0,292,74,4,0,0,6
477,2,121,19644,0,10,45,0,0,51|0|0,31|140,0|0,0|0,0|0,311,79,4,0,0,6
478,2,121,19644,0,10,45,0,0,51|0|0,31|135,0|0,20|27,0|0,311,79,4,0,0,6
479,2,121,19644,0,10,45,0,0,51|0|0,31|140,0|0,0|0,0|0,311,79,4,0,0,6
480,2,121,27005,0,10,55,0,0,51|0|0,31|160,0|0,20|32,24|37,350,88,4,0,0,7
481,2,121,27005,0,10,55,0,0,51|0|0,31|160,0|0,20|32,38|336,350,88,4,0,0,7
482,2,121,46260,0,10,72,0,0,51|0|0,31|180,0|0,20|36,26|51,389,97,0,0,0,8
483,2,121,46260,0,10,72,0,0,51|0|0,31|180,0|0,20|36,24|41,389,97,0,0,0,8
484,2,121,46260,0,10,72,0,0,51|0|0,31|180,0|0,20|36,38|378,389,97,0,0,0,8
485,2,121,46260,0,10,72,0,0,51|0|0,31|180,0|0,20|36,39|360,389,97,0,0,0,8
486,2,121,46260,0,10,72,0,0,51|0|0,31|180,0|0,20|36,28|45,389,97,0,0,0,8
487,2,121,51400,0,11,80,0,0,51|0|0,31|200,0|0,20|40,26|57,428,106,4,0,0,8
488,2,121,51400,0,11,80,0,0,51|0|0,31|200,0|0,20|40,24|46,428,106,4,0,0,8
489,2,121,51400,0,11,80,0,0,51|0|0,31|200,0|0,20|40,38|420,428,106,4,0,0,8
490,2,121,51400,0,11,80,0,0,51|0|0,31|200,0|0,20|40,39|400,428,106,4,0,0,8
491,2,121,51400,0,11,80,0,0,51|0|0,31|200,0|0,20|40,28|50,428,106,4,0,0,8
501,2,122,1200,0,2,18,0,0,42|0|0,31|10,0|0,20|2,26|2,27,43,2,0,0,1
502,2,122,1200,0,2,18,0,0,42|0|0,31|10,0|0,20|2,24|2,27,43,2,0,0,1
503,2,122,1200,0,2,18,0,0,42|0|0,31|10,0|0,20|2,38|21,27,43,2,0,0,1
504,2,122,1200,0,2,18,0,0,42|0|0,31|10,0|0,20|2,39|20,27,43,2,0,0,1
505,2,122,1200,0,2,18,0,0,42|0|0,31|10,0|0,20|2,28|2,27,43,2,0,0,1
506,2,122,1200,0,2,18,0,0,42|0|0,31|10,0|0,20|2,11|2,27,43,2,0,0,1
507,2,122,2195,0,2,24,0,0,42|0|0,31|30,0|0,20|6,26|8,45,62,2,0,0,2
508,2,122,2195,0,2,24,0,0,42|0|0,31|30,0|0,20|6,24|6,45,62,2,0,0,2
509,2,122,2195,0,2,24,0,0,42|0|0,31|30,0|0,20|6,38|63,45,62,2,0,0,2
510,2,122,2195,0,2,24,0,0,42|0|0,31|30,0|0,20|6,39|60,45,62,2,0,0,2
511,2,122,2195,0,2,24,0,0,42|0|0,31|30,0|0,20|6,28|7,45,62,2,0,0,2
512,2,122,2195,0,2,24,0,0,42|0|0,31|30,0|0,20|6,11|4,45,62,2,0,0,2
513,2,122,2195,0,2,24,0,0,42|0|0,31|25,0|0,20|5,0|0,45,62,2,0,0,2
514,2,122,3839,0,2,30,0,0,42|0|0,31|50,0|0,20|10,26|14,64,82,2,0,0,2
515,2,122,3839,0,2,30,0,0,42|0|0,31|50,0|0,20|10,24|11,64,82,2,0,0,2
516,2,122,3839,0,2,30,0,0,42|0|0,31|50,0|0,20|10,38|105,64,82,2,0,0,2
517,2,122,3839,0,2,30,0,0,42|0|0,31|50,0|0,20|10,39|100,64,82,2,0,0,2
518,2,122,3839,0,2,30,0,0,42|0|0,31|50,0|0,20|10,28|12,64,82,2,0,0,2
519,2,122,3839,0,2,30,0,0,42|0|0,31|50,0|0,20|10,11|4,64,82,2,0,0,2
520,2,122,3839,0,2,30,0,0,42|0|0,31|45,0|0,20|9,0|0,64,82,2,0,0,2
521,2,122,6413,0,2,36,0,0,42|0|0,31|70,0|0,20|14,26|20,82,101,2,0,0,3
522,2,122,6413,0,2,36,0,0,42|0|0,31|70,0|0,20|14,24|16,82,101,2,0,0,3
523,2,122,6413,0,2,36,0,0,42|0|0,31|70,0|0,20|14,38|147,82,101,2,0,0,3
524,2,122,6413,0,2,36,0,0,42|0|0,31|70,0|0,20|14,39|140,82,101,2,0,0,3
525,2,122,6413,0,2,36,0,0,42|0|0,31|70,0|0,20|14,28|17,82,101,2,0,0,3
526,2,122,6413,0,2,36,0,0,42|0|0,31|70,0|0,20|14,11|6,82,101,2,0,0,3
527,2,122,6413,0,2,36,0,0,42|0|0,31|65,0|0,20|13,0|0,82,101,2,0,0,3
528,2,122,8145,0,2,41,0,0,42|0|0,31|85,0|0,20|17,26|24,96,116,2,0,0,4
529,2,122,8145,0,2,41,0,0,42|0|0,31|85,0|0,20|17,24|19,96,116,2,0,0,4
530,2,122,8145,0,2,41,0,0,42|0|0,31|85,0|0,20|17,38|178,96,116,2,0,0,4
531,2,122,8145,0,2,41,0,0,42|0|0,31|85,0|0,20|17,39|170,96,116,2,0,0,4
532,2,122,8145,0,2,41,0,0,42|0|0,31|85,0|0,20|17,28|21,96,116,2,0,0,4
533,2,122,8145,0,2,41,0,0,42|0|0,31|85,0|0,20|17,11|6,96,116,2,0,0,4
534,2,122,8145,0,2,41,0,0,42|0|0,31|80,0|0,20|16,0|0,96,116,2,0,0,4
535,2,122,10221,0,2,46,0,0,42|0|0,31|100,0|0,20|20,26|28,109,130,2,0,0,4
536,2,122,10221,0,2,46,0,0,42|0|0,31|100,0|0,20|20,24|23,109,130,2,0,0,4
537,2,122,10221,0,2,46,0,0,42|0|0,31|100,0|0,20|20,38|210,109,130,2,0,0,4
538,2,122,10221,0,2,46,0,0,42|0|0,31|100,0|0,20|20,39|200,109,130,2,0,0,4
539,2,122,10221,0,2,46,0,0,42|0|0,31|100,0|0,20|20,28|25,109,130,2,0,0,4
540,2,122,10221,0,2,46,0,0,42|0|0,31|100,0|0,20|20,11|8,109,130,2,0,0,4
541,2,122,10221,0,2,46,0,0,42|0|0,31|95,0|0,20|19,0|0,109,130,2,0,0,4
542,2,122,15526,0,2,51,0,0,42|0|0,31|120,0|0,20|24,26|34,127,150,2,0,0,5
543,2,122,15526,0,2,51,0,0,42|0|0,31|120,0|0,20|24,24|27,127,150,2,0,0,5
544,2,122,15526,0,2,51,0,0,42|0|0,31|120,0|0,20|24,38|252,127,150,2,0,0,5
545,2,122,15526,0,2,51,0,0,42|0|0,31|120,0|0,20|24,39|240,127,150,2,0,0,5
546,2,122,15526,0,2,51,0,0,42|0|0,31|120,0|0,20|24,28|30,127,150,2,0,0,5
547,2,122,15526,0,2,51,0,0,42|0|0,31|120,0|0,20|24,11|10,127,150,2,0,0,5
548,2,122,15526,0,2,51,0,0,42|0|0,31|115,0|0,20|23,0|0,127,150,2,0,0,5
549,2,123,12675,0,2,60,0,0,0|0|0,31|130,0|0,20|26,0|0,91,49,4,0,0,6
550,2,123,12675,0,2,60,0,0,0|0|0,31|130,0|0,20|26,0|0,91,49,4,0,0,6
551,2,123,12675,0,2,60,0,0,0|0|0,31|130,0|0,20|26,0|0,91,49,4,0,0,6
552,2,123,12675,0,2,60,0,0,0|0|0,31|130,0|0,20|26,39|260,91,49,4,0,0,6
553,2,123,12675,0,2,60,0,0,0|0|0,31|130,0|0,20|26,28|32,91,49,4,0,0,6
554,2,123,12675,0,2,60,0,0,0|0|0,31|125,0|0,20|25,0|0,91,49,4,0,0,6
555,2,123,12675,0,2,60,0,0,0|0|0,31|130,0|0,20|26,11|10,91,49,4,0,0,6
556,2,123,26492,0,2,66,0,0,0|0|0,31|140,0|0,20|28,0|0,97,53,2,0,0,6
557,2,123,26492,0,2,66,0,0,0|0|0,31|140,0|0,20|28,0|0,97,53,2,0,0,6
558,2,123,26492,0,2,66,0,0,0|0|0,31|140,0|0,20|28,0|0,97,53,2,0,0,6
559,2,123,26492,0,2,66,0,0,0|0|0,31|140,0|0,20|28,39|280,97,53,2,0,0,6
560,2,123,26492,0,2,66,0,0,0|0|0,31|140,0|0,20|28,28|35,97,53,2,0,0,6
561,2,123,26492,0,2,66,0,0,0|0|0,31|135,0|0,20|27,0|0,97,53,2,0,0,6
562,2,123,26492,0,2,66,0,0,0|0|0,31|140,0|0,20|28,11|12,97,53,2,0,0,6
563,2,122,11586,0,2,65,0,0,42|0|0,31|110,0|0,28|11,0|0,118,140,2,0,0,5
564,2,122,11586,0,2,65,0,0,42|0|0,31|110,0|0,28|11,0|0,118,140,2,0,0,5
565,2,122,11586,0,2,65,0,0,42|0|0,31|110,0|0,28|11,0|0,118,140,2,0,0,5
566,2,122,11586,0,2,65,0,0,42|0|0,31|110,0|0,20|22,39|220,118,140,2,0,0,5
567,2,122,11586,0,2,65,0,0,42|0|0,31|110,0|0,20|22,28|27,118,140,2,0,0,5
568,2,122,11586,0,2,65,0,0,42|0|0,31|105,0|0,20|21,0|0,118,140,2,0,0,5
569,2,122,11586,0,2,65,0,0,42|0|0,31|105,0|0,20|21,0|0,118,140,2,0,0,5
570,2,122,18988,0,2,70,0,0,52|0|0,31|130,0|0,28|12,0|0,137,159,4,0,0,6
571,2,122,18988,0,2,70,0,0,52|0|0,31|130,0|0,28|12,0|0,137,159,4,0,0,6
572,2,122,18988,0,2,70,0,0,52|0|0,31|130,0|0,28|12,0|0,137,159,4,0,0,6
573,2,122,18988,0,2,70,0,0,52|0|0,31|130,0|0,20|26,39|260,137,159,4,0,0,6
574,2,122,18988,0,2,70,0,0,52|0|0,31|130,0|0,20|26,28|32,137,159,4,0,0,6
575,2,122,18988,0,2,70,0,0,52|0|0,31|125,0|0,20|25,0|0,137,159,4,0,0,6
576,2,122,18988,0,2,70,0,0,52|0|0,31|125,0|0,20|25,0|0,137,159,4,0,0,6
577,2,122,22450,0,2,53,0,0,52|0|0,31|140,0|0,28|13,0|0,146,169,4,0,0,6
578,2,122,22450,0,2,53,0,0,52|0|0,31|135,0|0,20|27,0|0,146,169,4,0,0,6
579,2,122,22450,0,2,53,0,0,52|0|0,31|140,0|0,28|13,0|0,146,169,4,0,0,6
580,2,122,30863,0,2,65,0,0,52|0|0,31|160,0|0,20|32,28|40,164,189,4,0,0,7
581,2,122,30863,0,2,65,0,0,52|0|0,31|160,0|0,20|32,39|320,164,189,4,0,0,7
582,2,122,46260,0,2,70,0,0,52|0|0,31|180,0|0,20|36,26|51,182,208,0,0,0,8
583,2,122,46260,0,2,70,0,0,52|0|0,31|180,0|0,20|36,24|41,182,208,0,0,0,8
584,2,122,46260,0,2,70,0,0,52|0|0,31|180,0|0,20|36,38|378,182,208,0,0,0,8
585,2,122,46260,0,2,70,0,0,52|0|0,31|180,0|0,20|36,39|360,182,208,0,0,0,8
586,2,122,46260,0,2,70,0,0,52|0|0,31|180,0|0,20|36,28|45,182,208,0,0,0,8
587,2,122,51400,0,2,78,0,0,52|0|0,31|200,0|0,20|40,26|57,200,228,0,0,0,8
588,2,122,51400,0,2,78,0,0,52|0|0,31|200,0|0,20|40,24|46,200,228,0,0,0,8
589,2,122,51400,0,2,78,0,0,52|0|0,31|200,0|0,20|40,38|420,200,228,0,0,0,8
590,2,122,51400,0,2,78,0,0,52|0|0,31|200,0|0,20|40,39|400,200,228,0,0,0,8
591,2,122,51400,0,2,78,0,0,52|0|0,31|200,0|0,20|40,28|50,200,228,0,0,0,8
601,2,121,1260,0,2,21,0,0,43|0|0,31|10,0|0,20|2,26|2,33,33,2,0,0,1
602,2,121,1260,0,2,21,0,0,43|0|0,31|10,0|0,20|2,24|2,33,33,2,0,0,1
603,2,121,1260,0,2,21,0,0,43|0|0,31|10,0|0,20|2,38|21,33,33,2,0,0,1
604,2,121,1260,0,2,21,0,0,43|0|0,31|10,0|0,20|2,39|20,33,33,2,0,0,1
605,2,121,1260,0,2,21,0,0,43|0|0,31|10,0|0,20|2,28|2,33,33,2,0,0,1
606,2,121,1260,0,2,21,0,0,43|0|0,31|10,0|0,20|2,11|2,33,33,2,0,0,1
607,2,121,2305,0,2,27,0,0,43|0|0,31|30,0|0,20|6,26|8,55,48,2,0,0,2
608,2,121,2305,0,2,27,0,0,43|0|0,31|30,0|0,20|6,24|6,55,48,2,0,0,2
609,2,121,2305,0,2,27,0,0,43|0|0,31|30,0|0,20|6,38|63,55,48,2,0,0,2
610,2,121,2305,0,2,27,0,0,43|0|0,31|30,0|0,20|6,39|60,55,48,2,0,0,2
611,2,121,2305,0,2,27,0,0,43|0|0,31|30,0|0,20|6,28|7,55,48,2,0,0,2
612,2,121,2305,0,2,27,0,0,43|0|0,31|30,0|0,20|6,11|4,55,48,2,0,0,2
613,2,121,2305,0,2,27,0,0,43|0|0,31|25,0|0,20|5,0|0,55,48,2,0,0,2
614,2,121,4031,0,2,34,0,0,43|0|0,31|50,0|0,20|10,26|14,76,64,2,0,0,2
615,2,121,4031,0,2,34,0,0,43|0|0,31|50,0|0,20|10,24|11,76,64,2,0,0,2
616,2,121,4031,0,2,34,0,0,43|0|0,31|50,0|0,20|10,38|105,76,64,2,0,0,2
617,2,121,4031,0,2,34,0,0,43|0|0,31|50,0|0,20|10,39|100,76,64,2,0,0,2
618,2,121,4031,0,2,34,0,0,43|0|0,31|50,0|0,20|10,28|12,76,64,2,0,0,2
619,2,121,4031,0,2,34,0,0,43|0|0,31|50,0|0,20|10,11|4,76,64,2,0,0,2
620,2,121,4031,0,2,34,0,0,43|0|0,31|45,0|0,20|9,0|0,76,64,2,0,0,2
621,2,121,6734,0,2,40,0,0,43|0|0,31|70,0|0,20|14,26|20,98,79,2,0,0,3
622,2,121,6734,0,2,40,0,0,43|0|0,31|70,0|0,20|14,24|16,98,79,2,0,0,3
623,2,121,6734,0,2,40,0,0,43|0|0,31|70,0|0,20|14,38|147,98,79,2,0,0,3
624,2,121,6734,0,2,40,0,0,43|0|0,31|70,0|0,20|14,39|140,98,79,2,0,0,3
625,2,121,6734,0,2,40,0,0,43|0|0,31|70,0|0,20|14,28|17,98,79,2,0,0,3
626,2,121,6734,0,2,40,0,0,43|0|0,31|70,0|0,20|14,11|6,98,79,2,0,0,3
627,2,121,6734,0,2,40,0,0,43|0|0,31|65,0|0,20|13,0|0,98,79,2,0,0,3
628,2,121,8552,0,2,45,0,0,43|0|0,31|85,0|0,20|17,26|24,115,90,2,0,0,4
629,2,121,8552,0,2,45,0,0,43|0|0,31|85,0|0,20|17,24|19,115,90,2,0,0,4
630,2,121,8552,0,2,45,0,0,43|0|0,31|85,0|0,20|17,38|178,115,90,2,0,0,4
631,2,121,8552,0,2,45,0,0,43|0|0,31|85,0|0,20|17,39|170,115,90,2,0,0,4
632,2,121,8552,0,2,45,0,0,43|0|0,31|85,0|0,20|17,28|21,115,90,2,0,0,4
633,2,121,8552,0,2,45,0,0,43|0|0,31|85,0|0,20|17,11|6,115,90,2,0,0,4
634,2,121,8552,0,2,45,0,0,43|0|0,31|80,0|0,20|16,0|0,115,90,2,0,0,4
635,2,121,10733,0,2,50,0,0,43|0|0,31|100,0|0,20|20,26|28,131,102,4,0,0,4
636,2,121,10733,0,2,50,0,0,43|0|0,31|100,0|0,20|20,24|23,131,102,4,0,0,4
637,2,121,10733,0,2,50,0,0,43|0|0,31|100,0|0,20|20,38|210,131,102,4,0,0,4
638,2,121,10733,0,2,50,0,0,43|0|0,31|100,0|0,20|20,39|200,131,102,4,0,0,4
639,2,121,10733,0,2,50,0,0,43|0|0,31|100,0|0,20|20,28|25,131,102,4,0,0,4
640,2,121,10733,0,2,50,0,0,43|0|0,31|100,0|0,20|20,11|8,131,102,4,0,0,4
641,2,121,10733,0,2,50,0,0,43|0|0,31|95,0|0,20|19,0|0,131,102,4,0,0,4
642,2,121,16303,0,2,55,0,0,43|0|0,31|120,0|0,20|24,26|34,153,117,2,0,0,5
643,2,121,16303,0,2,55,0,0,43|0|0,31|120,0|0,20|24,24|27,153,117,2,0,0,5
644,2,121,16303,0,2,55,0,0,43|0|0,31|120,0|0,20|24,38|252,153,117,2,0,0,5
645,2,121,16303,0,2,55,0,0,43|0|0,31|120,0|0,20|24,39|240,153,117,2,0,0,5
646,2,121,16303,0,2,55,0,0,43|0|0,31|120,0|0,20|24,28|30,153,117,2,0,0,5
647,2,121,16303,0,2,55,0,0,43|0|0,31|120,0|0,20|24,11|10,153,117,2,0,0,5
648,2,121,16303,0,2,55,0,0,43|0|0,31|115,0|0,20|23,0|0,153,117,2,0,0,5
649,2,123,13308,0,2,65,0,0,0|0|0,31|150,0|0,20|30,0|0,103,56,4,0,0,6
650,2,123,13308,0,2,65,0,0,0|0|0,31|150,0|0,20|30,0|0,103,56,4,0,0,6
651,2,123,13308,0,2,65,0,0,0|0|0,31|150,0|0,20|30,0|0,103,56,4,0,0,6
652,2,123,13308,0,2,65,0,0,0|0|0,31|150,0|0,20|30,39|300,103,56,4,0,0,6
653,2,123,13308,0,2,65,0,0,0|0|0,31|150,0|0,20|30,28|37,103,56,4,0,0,6
654,2,123,13308,0,2,65,0,0,0|0|0,31|145,0|0,20|29,0|0,103,56,4,0,0,6
655,2,123,13308,0,2,65,0,0,0|0|0,31|150,0|0,20|30,11|12,103,56,4,0,0,6
656,2,121,12166,0,2,71,0,0,43|0|0,31|110,0|0,0|0,0|0,142,109,2,0,0,5
657,2,121,12166,0,2,71,0,0,43|0|0,31|110,0|0,0|0,0|0,142,109,2,0,0,5
658,2,121,12166,0,2,71,0,0,43|0|0,31|110,0|0,0|0,0|0,142,109,2,0,0,5
659,2,121,12166,0,2,71,0,0,43|0|0,31|110,0|0,20|22,39|220,142,109,2,0,0,5
660,2,121,12166,0,2,71,0,0,43|0|0,31|110,0|0,20|22,28|27,142,109,2,0,0,5
661,2,121,12166,0,2,71,0,0,43|0|0,31|105,0|0,20|21,0|0,142,109,2,0,0,5
662,2,121,12166,0,2,71,0,0,43|0|0,31|110,0|0,20|22,11|8,142,109,2,0,0,5
663,2,123,37267,0,2,70,0,0,0|0|0,31|160,0|0,20|32,0|0,109,59,2,0,0,7
664,2,123,37267,0,2,70,0,0,0|0|0,31|160,0|0,20|32,0|0,109,59,2,0,0,7
665,2,123,37267,0,2,70,0,0,0|0|0,31|160,0|0,20|32,0|0,109,59,2,0,0,7
666,2,123,37267,0,2,70,0,0,0|0|0,31|160,0|0,20|32,39|320,109,59,2,0,0,7
667,2,123,37267,0,2,70,0,0,0|0|0,31|160,0|0,20|32,28|40,109,59,2,0,0,7
668,2,123,37267,0,2,70,0,0,0|0|0,31|155,0|0,20|31,0|0,109,59,2,0,0,7
669,2,123,37267,0,2,70,0,0,0|0|0,31|155,0|0,20|31,0|0,109,59,2,0,0,7
670,2,121,19938,0,2,75,0,0,53|0|0,31|130,0|0,0|0,0|0,164,124,2,0,0,6
671,2,121,19938,0,2,75,0,0,53|0|0,31|130,0|0,0|0,0|0,164,124,2,0,0,6
672,2,121,19938,0,2,75,0,0,53|0|0,31|130,0|0,0|0,0|0,164,124,2,0,0,6
673,2,121,19938,0,2,75,0,0,53|0|0,31|130,0|0,20|26,39|260,164,124,2,0,0,6
674,2,121,19938,0,2,75,0,0,53|0|0,31|130,0|0,20|26,28|32,164,124,2,0,0,6
675,2,121,19938,0,2,75,0,0,53|0|0,31|125,0|0,20|25,0|0,164,124,2,0,0,6
676,2,121,19938,0,2,75,0,0,53|0|0,31|125,0|0,20|25,0|0,164,124,2,0,0,6
677,2,121,23573,0,2,58,0,0,53|0|0,31|140,0|0,0|0,0|0,175,132,2,0,0,6
678,2,121,23573,0,2,58,0,0,53|0|0,31|135,0|0,20|27,0|0,175,132,2,0,0,6
679,2,121,23573,0,2,58,0,0,53|0|0,31|140,0|0,0|0,0|0,175,132,2,0,0,6
680,2,121,32406,0,2,70,0,0,53|0|0,31|155,0|0,20|31,0|0,175,132,4,0,0,7
681,2,121,32406,0,2,70,0,0,53|0|0,31|160,0|0,20|32,11|12,197,147,4,0,0,7
682,2,121,46260,0,2,75,0,0,53|0|0,31|180,0|0,20|36,26|51,219,162,0,0,0,8
683,2,121,46260,0,2,75,0,0,53|0|0,31|180,0|0,20|36,24|41,219,162,0,0,0,8
684,2,121,46260,0,2,75,0,0,53|0|0,31|180,0|0,20|36,38|378,219,162,0,0,0,8
685,2,121,46260,0,2,75,0,0,53|0|0,31|180,0|0,20|36,39|360,219,162,0,0,0,8
686,2,121,46260,0,2,75,0,0,53|0|0,31|180,0|0,20|36,28|45,219,162,0,0,0,8
687,2,121,51400,0,8,83,0,0,53|0|0,31|200,0|0,20|40,26|57,241,178,4,0,0,8
688,2,121,51400,0,8,83,0,0,53|0|0,31|200,0|0,20|40,24|46,241,178,4,0,0,8
689,2,121,51400,0,8,83,0,0,53|0|0,31|200,0|0,20|40,38|420,241,178,4,0,0,8
690,2,121,51400,0,8,83,0,0,53|0|0,31|200,0|0,20|40,39|400,241,178,4,0,0,8
691,2,121,51400,0,8,83,0,0,53|0|0,31|200,0|0,20|40,28|50,241,178,4,0,0,8
701,2,121,1390,0,2,19,0,0,44|0|0,31|10,0|0,20|2,26|2,46,24,4,0,0,1
702,2,121,1390,0,2,19,0,0,44|0|0,31|10,0|0,20|2,24|2,46,24,4,0,0,1
703,2,121,1390,0,2,19,0,0,44|0|0,31|10,0|0,20|2,38|21,46,24,4,0,0,1
704,2,121,1390,0,2,19,0,0,44|0|0,31|10,0|0,20|2,39|20,46,24,4,0,0,1
705,2,121,1390,0,2,19,0,0,44|0|0,31|10,0|0,20|2,28|2,46,24,4,0,0,1
706,2,121,1390,0,2,19,0,0,44|0|0,31|10,0|0,20|2,11|2,46,24,4,0,0,1
707,2,121,2543,0,2,25,0,0,44|0|0,31|30,0|0,20|6,26|8,76,35,4,0,0,2
708,2,121,2543,0,2,25,0,0,44|0|0,31|30,0|0,20|6,24|6,76,35,4,0,0,2
709,2,121,2543,0,2,25,0,0,44|0|0,31|30,0|0,20|6,38|63,76,35,4,0,0,2
710,2,121,2543,0,2,25,0,0,44|0|0,31|30,0|0,20|6,39|60,76,35,4,0,0,2
711,2,121,2543,0,2,25,0,0,44|0|0,31|30,0|0,20|6,28|7,76,35,4,0,0,2
712,2,121,2543,0,2,25,0,0,44|0|0,31|30,0|0,20|6,11|4,76,35,4,0,0,2
713,2,121,2543,0,2,25,0,0,44|0|0,31|25,0|0,20|5,0|0,76,35,4,0,0,2
714,2,121,4447,0,2,31,0,0,44|0|0,31|50,0|0,20|10,26|14,106,46,2,0,0,2
715,2,121,4447,0,2,31,0,0,44|0|0,31|50,0|0,20|10,24|11,106,46,2,0,0,2
716,2,121,4447,0,2,31,0,0,44|0|0,31|50,0|0,20|10,38|105,106,46,2,0,0,2
717,2,121,4447,0,2,31,0,0,44|0|0,31|50,0|0,20|10,39|100,106,46,2,0,0,2
718,2,121,4447,0,2,31,0,0,44|0|0,31|50,0|0,20|10,28|12,106,46,2,0,0,2
719,2,121,4447,0,2,31,0,0,44|0|0,31|50,0|0,20|10,11|4,106,46,2,0,0,2
720,2,121,4447,0,2,31,0,0,44|0|0,31|45,0|0,20|9,0|0,106,46,2,0,0,2
721,2,121,7428,0,2,37,0,0,44|0|0,31|70,0|0,20|14,26|20,137,57,2,0,0,3
722,2,121,7428,0,2,37,0,0,44|0|0,31|70,0|0,20|14,24|16,137,57,2,0,0,3
723,2,121,7428,0,2,37,0,0,44|0|0,31|70,0|0,20|14,38|147,137,57,2,0,0,3
724,2,121,7428,0,2,37,0,0,44|0|0,31|70,0|0,20|14,39|140,137,57,2,0,0,3
725,2,121,7428,0,2,37,0,0,44|0|0,31|70,0|0,20|14,28|17,137,57,2,0,0,3
726,2,121,7428,0,2,37,0,0,44|0|0,31|70,0|0,20|14,11|6,137,57,2,0,0,3
727,2,121,7428,0,2,37,0,0,44|0|0,31|65,0|0,20|13,0|0,137,57,2,0,0,3
728,2,121,9434,0,2,42,0,0,44|0|0,31|85,0|0,20|17,26|24,160,65,2,0,0,4
729,2,121,9434,0,2,42,0,0,44|0|0,31|85,0|0,20|17,24|19,160,65,2,0,0,4
730,2,121,9434,0,2,42,0,0,44|0|0,31|85,0|0,20|17,38|178,160,65,2,0,0,4
731,2,121,9434,0,2,42,0,0,44|0|0,31|85,0|0,20|17,39|170,160,65,2,0,0,4
732,2,121,9434,0,2,42,0,0,44|0|0,31|85,0|0,20|17,28|21,160,65,2,0,0,4
733,2,121,9434,0,2,42,0,0,44|0|0,31|85,0|0,20|17,11|6,160,65,2,0,0,4
734,2,121,9434,0,2,42,0,0,44|0|0,31|80,0|0,20|16,0|0,160,65,2,0,0,4
735,2,121,11840,0,2,47,0,0,44|0|0,31|100,0|0,20|20,26|28,182,73,2,0,0,4
736,2,121,11840,0,2,47,0,0,44|0|0,31|100,0|0,20|20,24|23,182,73,2,0,0,4
737,2,121,11840,0,2,47,0,0,44|0|0,31|100,0|0,20|20,38|210,182,73,2,0,0,4
738,2,121,11840,0,2,47,0,0,44|0|0,31|100,0|0,20|20,39|200,182,73,2,0,0,4
739,2,121,11840,0,2,47,0,0,44|0|0,31|100,0|0,20|20,28|25,182,73,2,0,0,4
740,2,121,11840,0,2,47,0,0,44|0|0,31|100,0|0,20|20,11|8,182,73,2,0,0,4
741,2,121,11840,0,2,47,0,0,44|0|0,31|95,0|0,20|19,0|0,182,73,2,0,0,4
742,2,121,17985,0,2,52,0,0,44|0|0,31|120,0|0,20|24,26|34,213,84,2,0,0,5
743,2,121,17985,0,2,52,0,0,44|0|0,31|120,0|0,20|24,24|27,213,84,2,0,0,5
744,2,121,17985,0,2,52,0,0,44|0|0,31|120,0|0,20|24,38|252,213,84,2,0,0,5
745,2,121,17985,0,2,52,0,0,44|0|0,31|120,0|0,20|24,39|240,213,84,2,0,0,5
746,2,121,17985,0,2,52,0,0,44|0|0,31|120,0|0,20|24,28|30,213,84,2,0,0,5
747,2,121,17985,0,2,52,0,0,44|0|0,31|120,0|0,20|24,11|10,213,84,2,0,0,5
748,2,121,17985,0,2,52,0,0,44|0|0,31|115,0|0,20|23,0|0,213,84,2,0,0,5
749,2,123,14682,0,2,61,0,0,0|0|0,31|170,0|0,20|34,0|0,115,62,2,0,0,7
750,2,123,14682,0,2,61,0,0,0|0|0,31|170,0|0,20|34,0|0,115,62,2,0,0,7
751,2,123,14682,0,2,61,0,0,0|0|0,31|170,0|0,20|34,0|0,115,62,2,0,0,7
752,2,123,14682,0,2,61,0,0,0|0|0,31|170,0|0,20|34,39|340,115,62,2,0,0,7
753,2,123,14682,0,2,61,0,0,0|0|0,31|170,0|0,20|34,28|42,115,62,2,0,0,7
754,2,123,14682,0,2,61,0,0,0|0|0,31|165,0|0,20|33,0|0,115,62,2,0,0,7
755,2,123,14682,0,2,61,0,0,0|0|0,31|170,0|0,20|34,11|12,115,62,2,0,0,7
756,2,121,13421,0,2,67,0,0,44|0|0,31|110,0|0,0|0,0|0,198,79,4,0,0,5
757,2,121,13421,0,2,67,0,0,44|0|0,31|110,0|0,0|0,0|0,198,79,4,0,0,5
758,2,121,13421,0,2,67,0,0,44|0|0,31|110,0|0,0|0,0|0,198,79,4,0,0,5
