id,life,walkspeed,runspeed,drivespeed,weapon,subweapon,level,hp,attackpower,hitrate,defense,magicdefense,dodge,attackspeed,AI,exp,dropid,money,item,tab1,tab2,tab3,specialtab,attackdistance,aggresive,shp
357,0,230,800,220,1024,0,113,63,593,645,894,496,285,105,133,7164,426,0,60,0,0,0,0,300,9,0
358,0,230,800,220,1024,0,113,63,593,645,894,496,285,105,133,7164,427,0,60,0,0,0,0,300,9,0
361,0,250,750,200,1094,0,125,66,520,446,979,470,219,90,335,6914,446,0,60,0,0,0,0,1500,2,750
362,0,250,1050,250,1094,0,126,41,702,715,582,946,252,95,335,7102,448,0,60,0,0,0,0,1500,7,830
365,0,240,750,110,0,0,83,38,284,277,465,218,215,105,143,3710,326,0,60,0,0,0,0,250,1,0
366,0,280,850,150,0,0,86,48,348,500,736,362,222,120,144,4370,341,0,60,0,0,0,0,250,8,0
367,0,280,900,250,0,0,89,48,334,516,758,372,229,135,147,4665,357,0,60,0,0,0,0,200,8,0
368,0,245,780,170,0,0,116,49,439,434,832,397,350,130,143,6367,432,0,60,0,0,0,0,250,3,0
369,0,290,800,200,0,0,121,54,523,688,994,480,303,130,144,7016,439,0,60,0,0,0,0,250,8,0
370,0,190,700,130,1084,0,95,43,430,486,523,261,376,95,128,4935,389,0,60,0,0,0,0,1000,5,0
371,0,190,700,170,1084,0,102,61,542,586,817,455,259,95,129,6504,409,0,60,0,0,0,0,1200,9,0
373,0,260,750,130,0,0,90,42,376,343,699,340,289,100,122,4591,363,0,60,0,0,0,0,230,4,0
374,0,280,850,400,0,0,91,784,731,632,1681,722,327,95,123,182988,371,0,100,0,0,0,0,230,11,0
375,0,260,850,160,0,0,81,37,275,270,456,213,211,105,139,3537,316,0,60,0,0,0,0,230,1,400
376,0,310,1050,200,0,0,84,43,308,322,627,304,261,115,136,3949,331,0,60,0,0,0,0,230,3,530
377,0,310,1050,250,0,0,85,44,338,325,634,307,264,100,136,4040,335,0,60,0,0,0,0,230,3,0
378,0,310,1050,250,0,0,86,42,354,329,672,327,278,100,136,4211,342,0,60,0,0,0,0,250,4,600
379,0,310,1050,300,0,0,87,119,435,563,937,470,292,105,136,8123,349,0,60,0,0,0,0,250,10,600
380,0,270,1100,240,0,0,100,811,811,690,1825,780,356,100,336,210560,390,0,100,0,0,0,0,250,11,700
381,0,270,1100,255,0,0,115,853,957,787,2065,876,405,105,137,242840,422,0,100,0,0,0,0,250,11,700
382,0,300,1100,285,0,0,125,881,1046,851,2225,940,437,110,337,263400,437,0,100,0,0,0,0,250,11,850
383,0,300,1100,300,0,0,135,908,1103,916,2385,1004,470,120,338,485959,451,0,100,0,0,0,0,250,11,850
384,0,230,700,150,1079,0,92,37,445,547,441,728,354,100,149,4830,459,0,60,0,0,0,0,1350,7,400
385,0,250,700,150,1079,0,107,39,533,630,503,824,406,105,149,6065,459,0,60,0,0,0,0,2400,7,400
386,0,280,700,150,1079,0,117,40,587,685,545,888,441,110,149,6605,459,0,60,0,0,0,0,1500,7,400
387,0,280,700,150,1079,0,127,42,658,741,586,952,475,110,149,7157,459,0,60,0,0,0,0,1500,7,400
388,0,280,700,190,1079,0,135,43,716,785,620,1004,503,110,272,7607,525,0,60,0,0,0,0,1500,7,390
389,0,280,670,165,0,0,112,46,443,420,847,406,353,125,123,6275,358,0,60,0,0,0,0,200,4,0
390,0,300,710,180,0,0,117,47,457,438,880,422,367,130,123,6544,359,0,60,0,0,0,0,200,4,0
391,0,220,550,180,1008,0,99,44,406,374,759,367,315,110,124,5479,454,0,60,0,0,0,0,250,4,0
392,0,225,560,190,1008,304,105,51,481,602,876,426,266,110,126,6126,455,0,60,0,0,0,0,250,8,0
393,0,275,640,200,1092,0,110,46,494,413,833,400,347,100,130,6168,456,0,60,0,0,0,0,1500,4,400
394,0,290,670,225,1036,0,112,52,498,640,927,449,282,120,132,6511,457,0,60,0,0,0,0,250,8,400
395,0,300,710,370,1055,0,145,144,855,910,1476,720,466,110,270,17980,277,0,60,0,0,0,0,250,10,600
396,0,300,710,430,1055,0,155,959,1413,1044,2705,1132,535,110,270,1348326,685,0,100,0,0,0,0,250,11,700
397,0,250,700,140,338,0,124,41,653,704,574,933,248,105,271,6991,282,0,60,0,0,0,0,700,7,430
398,0,0,0,0,0,0,88,223,464,277,396,186,134,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,88,243,485,315,434,221,151,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,88,262,539,334,460,248,172,0,0,0,0,0,0,0,0,0,0,0,0,0
401,0,220,650,260,167,0,47,485,192,324,879,297,171,110,71,42120,221,0,60,0,0,0,0,350,10,0
402,0,260,670,330,138,0,49,486,202,438,908,306,228,110,72,44880,252,0,60,0,0,0,0,350,10,0
403,0,240,450,350,1075,0,60,498,247,402,1066,353,210,120,73,74400,241,0,60,0,0,0,0,1500,10,700
404,0,230,680,350,105,0,70,591,301,462,1210,396,240,120,67,105120,336,0,60,0,0,0,0,350,10,0
405,0,260,720,340,0,0,85,612,411,521,1426,461,271,110,74,155360,309,0,60,0,0,0,0,250,10,0
406,0,260,700,380,0,0,76,599,336,497,1296,422,258,120,75,124640,288,0,60,0,0,0,0,250,10,0
407,0,200,700,400,134,6,85,612,389,551,1426,461,286,120,68,155360,288,0,60,0,0,0,0,350,10,0
408,0,300,500,460,1084,0,103,726,561,611,1685,539,316,100,76,218760,404,0,60,0,0,0,0,1200,10,0
409,0,300,700,390,0,0,101,723,492,641,1656,530,331,120,77,214840,382,0,60,0,0,0,0,250,10,0
410,0,300,720,400,175,0,113,742,573,701,1829,625,361,120,78,238800,415,0,60,0,0,0,0,300,10,0
412,0,400,1000,70,0,0,110,130,552,701,1151,569,361,120,78,11637,310,0,60,0,0,0,0,300,10,0
413,0,400,1000,70,0,0,110,130,552,701,1151,569,361,120,78,11637,310,0,60,0,0,0,0,300,10,0
414,0,400,1000,70,0,0,110,130,552,701,1151,569,361,120,78,11637,310,0,60,0,0,0,0,300,10,0
415,0,400,750,350,1003,302,110,130,552,701,1151,569,361,120,78,11637,310,0,60,0,0,0,0,300,10,0
416,0,400,800,350,135,0,110,130,552,701,1151,569,361,120,78,11637,310,0,60,0,0,0,0,300,10,0
417,0,400,850,350,0,0,110,130,552,701,1151,569,361,120,78,11637,310,0,60,0,0,0,0,300,10,0
418,0,400,1000,250,0,0,110,130,552,701,1151,569,361,120,78,11637,310,0,60,0,0,0,0,300,10,0
419,0,400,1000,300,1032,0,110,130,552,701,1151,569,361,120,78,11637,310,0,60,0,0,0,0,300,10,0
420,0,400,1000,300,0,0,110,130,552,701,1151,569,361,120,78,11637,310,0,60,0,0,0,0,300,10,0
421,0,450,1000,350,0,0,110,839,831,755,1985,844,389,120,78,232720,496,0,100,0,0,0,0,300,11,0
422,0,450,1000,400,1116,0,110,839,831,755,1985,844,389,120,78,232720,497,0,100,0,0,0,0,300,11,0
423,0,450,1000,450,0,0,110,839,831,755,1985,844,389,120,78,232720,498,0,100,0,0,0,0,300,11,0
431,0,0,0,200,0,0,100,175000,320,0,881,993,0,130,251,0,0,0,60,0,0,0,0,800,0,750
432,0,0,0,200,0,0,80,6667,260,0,1259,709,80,130,252,0,0,0,60,0,0,0,0,800,0,750
433,0,0,0,200,0,0,50,6667,260,0,1259,709,80,130,253,0,0,0,60,0,0,0,0,800,0,750
435,0,280,700,85,0,0,95,45,393,360,698,336,292,100,360,10949,459,20,53,0,0,0,0,300,3,0
436,0,280,700,90,0,0,97,44,416,575,746,361,371,100,361,12834,460,20,54,0,0,0,0,300,4,0
437,0,280,850,120,0,0,99,50,468,570,832,406,252,100,361,15058,461,20,56,0,0,0,0,300,8,0
438,0,320,1000,280,0,0,118,862,915,806,2113,895,415,120,362,286920,462,0,100,0,0,0,0,400,9,0
439,0,200,700,120,0,0,101,46,427,381,736,353,308,100,363,14758,495,20,58,0,0,0,0,300,3,0
440,0,200,800,120,0,0,103,51,494,608,861,419,392,100,9,16051,464,20,61,0,0,0,0,300,8,0
441,0,350,1000,280,0,0,120,867,885,819,2145,908,421,130,363,353040,465,0,100,0,0,0,0,400,9,0
442,0,300,700,105,0,0,105,47,450,396,762,365,319,100,364,17376,466,20,56,0,0,0,0,300,3,230
443,0,300,750,105,0,0,107,45,475,403,813,391,338,100,365,18027,467,20,60,0,0,0,0,300,4,230
444,0,350,900,175,0,0,109,52,533,623,905,439,276,100,364,19035,468,20,63,0,0,0,0,300,8,400
445,0,350,1000,280,0,0,124,878,926,845,2209,933,434,130,366,361320,469,0,100,0,0,0,0,400,10,600
446,0,400,900,105,0,0,111,48,486,417,800,382,336,100,9,18312,470,20,56,0,0,0,0,250,3,0
447,0,400,950,125,0,0,113,53,532,645,935,453,285,110,9,19701,471,20,60,0,0,0,0,250,8,0
448,0,400,1100,160,0,0,115,64,561,656,908,503,289,120,367,21858,472,20,63,0,0,0,0,300,9,0
449,0,450,1200,350,0,0,130,894,872,883,2305,972,453,150,367,473840,473,0,100,0,0,0,0,400,11,0
451,0,0,0,150,0,0,80,58,332,204,232,322,67,90,181,3452,401,0,60,0,0,0,0,10,0,0
452,0,0,0,160,0,0,88,66,367,223,260,429,75,90,182,4151,402,0,60,0,0,0,0,10,0,0
453,0,0,0,170,0,0,100,77,422,252,305,665,87,90,183,5264,403,0,60,0,0,0,0,10,0,0
454,0,0,0,180,0,0,108,79,460,273,336,750,95,90,184,5718,0,0,60,0,0,0,0,10,0,0
455,0,0,0,186,0,0,120,82,517,304,384,890,109,90,185,6326,405,0,60,0,0,0,0,10,0,0
456,0,0,0,192,0,0,128,83,556,325,417,991,118,90,186,6741,406,0,60,0,0,0,0,10,0,0
457,0,0,0,198,0,0,140,86,615,358,496,1154,132,90,186,7441,407,0,60,0,0,0,0,10,0,0
458,0,0,0,198,0,0,210,86,615,358,1014,1154,132,90,95,27660,99,0,0,0,0,0,0,10,0,0
461,0,200,480,450,0,0,86,119,451,557,928,466,289,95,122,0,367,0,60,0,0,0,0,200,10,830
462,0,206,491,460,0,0,84,36,404,489,407,677,174,95,122,4063,363,0,60,0,0,0,0,200,7,0
463,0,212,503,470,0,0,84,38,304,280,470,220,218,95,122,3797,363,0,60,0,0,0,0,200,1,0
464,0,218,514,480,0,0,84,38,304,280,470,220,218,95,122,3797,363,0,60,0,0,0,0,200,1,0
465,0,224,526,490,0,0,94,39,356,310,518,241,241,95,122,4698,0,0,60,0,0,0,0,200,1,0
466,0,230,537,500,0,0,104,41,411,341,566,261,264,95,122,5519,0,0,60,0,0,0,0,200,1,0
467,0,236,548,510,0,0,114,42,468,372,614,282,287,95,122,6020,0,0,60,0,0,0,0,200,1,0
471,0,210,499,137,1091,0,78,35,384,457,382,639,163,85,140,3513,411,0,60,0,0,0,0,1200,7,430
472,0,216,510,143,1091,0,86,36,435,500,416,690,178,86,140,4251,411,0,60,0,0,0,0,1200,7,460
473,0,222,522,149,1091,0,98,38,516,564,466,767,200,87,140,5429,412,0,60,0,0,0,0,1200,7,490
474,0,228,533,155,1091,0,106,39,572,607,499,818,215,88,140,6012,412,0,60,0,0,0,0,1200,7,520
475,0,234,545,161,1091,0,118,40,660,672,549,895,237,89,140,6660,0,0,60,0,0,0,0,1200,7,550
476,0,240,556,167,1091,0,126,41,719,715,582,946,252,90,140,7102,0,0,60,0,0,0,0,1200,7,580
477,0,246,567,173,1091,0,136,43,796,768,624,1010,271,91,140,7664,280,0,60,0,0,0,0,1200,7,600
478,0,252,579,179,1091,0,146,44,874,822,665,1074,289,92,140,9940,281,0,60,0,0,0,0,1200,7,620
479,0,258,590,185,1091,0,156,45,964,876,707,1138,308,91,140,13036,414,0,60,0,0,0,0,1200,7,650
480,0,264,602,191,1091,0,166,46,1053,929,749,1202,326,91,140,16048,414,0,60,0,0,0,0,1200,7,670
481,0,235,670,142,1010,0,82,41,323,314,645,315,266,105,141,3841,411,0,60,0,0,0,0,230,4,430
482,0,241,682,148,1010,0,88,42,354,336,685,334,283,106,141,4400,411,0,60,0,0,0,0,230,4,460
483,0,247,694,154,1010,0,102,44,430,385,779,376,324,107,141,5746,412,0,60,0,0,0,0,230,4,490
484,0,253,706,160,1010,305,108,45,462,406,820,394,341,108,141,6062,412,0,60,0,0,0,0,230,4,520
485,0,259,718,166,1010,305,122,48,544,456,914,437,382,109,141,6816,0,0,60,0,0,0,0,230,4,550
486,0,265,730,172,1010,305,128,48,578,477,954,455,399,110,141,7146,0,0,60,0,0,0,0,230,4,580
487,0,271,742,178,1010,305,138,50,639,512,1021,486,428,111,141,7705,280,0,60,0,0,0,0,230,4,600
488,0,277,754,184,1010,305,148,51,701,547,1089,516,457,112,141,10474,281,0,60,0,0,0,0,230,4,620
489,0,283,766,190,1010,305,158,53,772,583,1156,546,486,111,141,13514,414,0,60,0,0,0,0,230,4,650
490,0,289,778,196,1010,305,168,54,842,618,1223,577,515,111,141,16492,414,0,60,0,0,0,0,230,4,670
491,0,230,537,135,1046,0,76,44,333,383,432,219,318,90,142,3272,411,0,60,0,0,0,0,1600,6,430
492,0,236,548,141,1046,0,83,45,372,415,465,234,344,91,142,3896,411,0,60,0,0,0,0,1600,6,460
493,0,242,560,147,1046,0,96,47,450,475,528,264,392,92,142,5129,412,0,60,0,0,0,0,1600,6,490
494,0,248,571,153,1046,0,103,49,493,507,561,279,418,93,142,5743,412,0,60,0,0,0,0,1600,6,520
495,0,254,583,159,1046,0,116,51,578,567,624,308,466,94,142,6428,0,0,60,0,0,0,0,1600,6,550
496,0,260,594,165,1046,0,123,52,623,599,657,324,492,95,142,6806,0,0,60,0,0,0,0,1600,6,580
497,0,266,605,171,1046,0,133,54,692,645,705,346,529,96,141,7354,280,0,60,0,0,0,0,1600,6,600
498,0,272,617,177,1046,0,143,55,761,691,753,369,566,97,141,8802,281,0,60,0,0,0,0,1600,6,620
499,0,278,628,183,1046,0,153,57,850,737,801,391,603,94,142,11895,414,0,60,0,0,0,0,1600,6,650
500,0,284,640,189,1046,0,163,58,924,783,849,414,640,95,142,14864,414,0,60,0,0,0,0,1600,6,670
501,0,300,650,120,0,0,150,54,738,554,1050,495,444,100,300,10883,560,0,60,0,0,0,0,230,3,500
502,0,300,650,120,0,0,153,52,781,565,1122,531,472,100,300,12008,0,0,60,0,0,0,0,230,4,500
503,0,300,650,120,0,0,165,54,869,607,1203,568,506,100,300,15600,0,0,60,0,0,0,0,230,4,500
506,0,350,750,50,0,0,135,49,688,501,1001,476,419,90,302,7536,0,0,60,0,0,0,0,240,4,220
507,0,350,750,50,0,0,148,51,783,547,1089,516,457,90,302,10474,0,0,60,0,0,0,0,240,4,220
508,0,350,750,50,0,0,160,53,873,590,1169,552,492,90,302,14112,0,0,60,0,0,0,0,240,4,220
511,0,250,550,100,0,0,151,52,767,558,1109,525,466,100,294,11399,561,0,60,0,0,0,0,240,4,200
512,0,250,550,150,0,0,152,147,962,952,1541,751,487,100,294,22083,562,0,60,0,0,0,0,240,10,250
516,0,300,650,180,0,0,153,52,722,565,1122,531,472,115,293,12008,563,0,60,0,0,0,0,240,4,0
517,0,300,650,240,0,0,154,71,819,865,1183,647,380,125,293,13937,564,0,60,0,0,0,0,240,9,0
521,0,100,120,170,0,0,155,55,773,572,1082,509,458,100,301,12375,565,0,60,0,0,0,0,220,3,550
526,0,240,530,170,0,0,156,72,675,550,1197,569,269,100,300,12792,566,0,60,0,0,0,0,220,2,250
527,0,270,590,50,0,0,150,54,775,554,1050,495,444,90,302,10883,0,0,60,0,0,0,0,230,3,100
529,0,300,650,170,0,0,157,53,769,579,1149,543,483,110,296,13214,567,0,60,0,0,0,0,230,4,250
531,0,350,700,140,0,0,128,84,639,579,954,455,483,90,454,7402,819,0,60,0,0,0,0,190,4,210
532,0,325,650,300,0,0,135,1589,788,1667,1097,527,394,80,455,49856,820,0,60,0,0,0,0,270,8,290
533,0,250,500,350,0,0,145,2250,817,897,1438,3284,479,110,456,68445,821,0,60,0,0,0,0,410,9,440
534,0,400,800,500,0,0,151,3960,2024,1141,4151,3872,583,120,457,378953,822,0,60,0,0,0,0,680,11,740
536,0,400,850,120,1039,0,158,48,694,507,825,374,389,110,292,12748,568,0,60,0,0,0,0,310,1,0
537,0,400,850,150,1104,0,159,55,761,586,1107,520,469,110,292,13552,569,0,60,0,0,0,0,320,3,0
538,0,400,850,140,1105,0,160,60,864,897,1281,611,394,110,292,14644,570,0,60,0,0,0,0,310,8,0
539,0,420,890,110,1106,0,165,152,1026,1030,1661,807,527,110,292,29434,577,0,60,0,0,0,0,330,10,0
540,0,450,950,130,1107,0,170,996,1609,1141,2945,1228,583,110,292,644760,583,0,100,0,0,0,0,340,11,0
542,0,300,650,110,1108,0,160,48,744,513,835,378,394,100,297,13312,571,0,60,0,0,0,0,260,1,0
543,0,300,650,130,1025,0,161,53,839,593,1176,555,495,100,297,14410,572,0,60,0,0,0,0,270,4,0
544,0,300,650,120,1109,0,162,73,1005,908,1239,676,398,100,297,16650,573,0,60,0,0,0,0,270,9,0
545,0,300,650,120,1110,0,163,53,811,600,1189,562,501,110,297,15005,574,0,60,0,0,0,0,260,4,0
548,0,300,650,110,1111,0,164,58,955,787,854,416,644,90,291,15159,575,0,60,0,0,0,0,1500,6,0
549,0,300,650,100,1111,0,175,156,1174,1089,1754,850,557,100,291,35051,584,0,60,0,0,0,0,2000,10,0
553,0,200,450,100,1101,0,165,46,999,924,744,1196,324,100,295,15747,576,0,60,0,0,0,0,1500,7,0
554,0,220,490,100,1102,0,166,46,1007,929,749,1202,326,100,295,16048,578,0,60,0,0,0,0,1600,7,0
555,0,210,470,110,1103,0,167,61,966,935,1332,634,410,100,295,16806,579,0,60,0,0,0,0,1700,8,0
558,0,300,650,220,143,0,178,55,870,653,1290,607,544,120,298,19475,0,0,60,0,0,0,0,270,4,0
559,0,310,670,250,145,0,179,1018,1622,1199,3089,1285,612,122,298,746200,0,0,100,0,0,0,0,270,11,0
560,0,320,690,280,1112,0,180,1020,1607,1205,3105,1292,616,125,298,757520,585,0,100,0,0,0,0,270,11,0
565,0,200,600,200,1113,0,140,43,872,790,640,1036,278,80,299,7963,0,0,60,0,0,0,0,1100,7,330
566,0,200,600,200,1114,0,145,44,916,817,661,1068,287,80,299,9619,0,0,60,0,0,0,0,1200,7,330
571,0,300,650,200,1082,0,147,46,658,473,773,351,364,100,303,9586,0,0,60,0,0,0,0,1300,1,400
572,0,300,650,190,1075,0,157,48,724,503,821,372,387,100,303,12466,0,0,60,0,0,0,0,220,1,450
574,0,300,800,150,1111,0,168,54,878,833,873,425,638,110,379,16026,580,40,25,0,0,0,0,1800,5,0
575,0,300,800,150,1111,0,169,59,901,810,878,427,663,110,380,16631,581,40,25,0,0,0,0,2200,6,0
576,0,300,800,150,1111,0,170,74,1022,951,1295,706,417,110,381,19344,582,40,25,0,0,0,0,1800,9,0
580,0,325,650,300,0,0,135,1589,788,1667,1097,527,394,80,458,49856,820,0,60,0,0,0,0,270,8,290
581,0,250,500,350,0,0,145,2250,817,897,1438,3284,479,110,459,68445,821,0,60,0,0,0,0,410,9,440
582,0,400,800,500,0,0,151,3960,2024,1141,4151,3872,583,120,460,378953,822,0,60,0,0,0,0,680,11,740
584,0,325,650,300,0,0,135,1589,788,1667,1097,527,394,80,461,49856,820,0,60,0,0,0,0,270,8,290
585,0,250,500,350,0,0,145,2250,817,897,1438,3284,479,110,462,68445,821,0,60,0,0,0,0,410,9,440
586,0,400,800,500,0,0,151,3960,2024,1141,4151,3872,583,120,463,378953,822,0,60,0,0,0,0,680,11,740
588,0,325,650,300,0,0,135,1589,788,1667,1097,527,394,80,464,49856,820,0,60,0,0,0,0,270,8,290
589,0,250,500,350,0,0,145,2250,817,897,1438,3284,479,110,465,68445,821,0,60,0,0,0,0,410,9,440
590,0,400,800,500,0,0,151,3960,2024,1141,4151,3872,583,120,466,378953,822,0,60,0,0,0,0,680,11,740
592,0,325,650,300,0,0,135,1589,788,1667,1097,527,394,80,467,49856,820,0,60,0,0,0,0,270,8,290
593,0,250,500,350,0,0,145,2250,817,897,1438,3284,479,110,468,68445,821,0,60,0,0,0,0,410,9,440
594,0,400,800,500,0,0,151,3960,2024,1141,4151,3872,583,120,469,378953,822,0,60,0,0,0,0,680,11,740
601,0,280,650,195,1036,0,100,40,370,329,547,253,255,105,131,5264,367,0,60,0,0,0,0,250,1,0
602,0,280,650,195,1036,0,100,40,370,329,547,253,255,105,131,5264,367,0,60,0,0,0,0,250,1,0
603,0,280,650,195,1036,0,100,40,370,329,547,253,255,105,131,5264,367,0,60,0,0,0,0,250,1,0
604,0,280,650,195,1036,0,100,40,370,329,547,253,255,105,131,5264,367,0,60,0,0,0,0,250,1,0
605,0,280,650,195,1036,0,100,40,370,329,547,253,255,105,131,5264,367,0,60,0,0,0,0,250,1,0
607,0,400,850,70,0,0,35,1,1,1,151,96,1,100,92,672,475,0,60,0,0,0,0,220,1,0
608,0,400,850,70,0,0,40,1,1,1,149,97,1,100,92,824,476,0,60,0,0,0,0,220,1,0
609,0,400,850,70,0,0,45,1,1,1,167,110,1,100,92,986,477,0,60,0,0,0,0,220,1,0
610,0,400,850,70,0,0,50,1,1,1,164,110,1,100,92,1171,478,0,60,0,0,0,0,220,1,0
611,0,400,850,70,0,0,55,1,1,1,163,115,1,100,92,1495,479,0,60,0,0,0,0,220,1,0
612,0,400,850,70,0,0,60,1,1,1,163,111,1,100,92,1860,480,0,60,0,0,0,0,220,1,0
613,0,400,850,70,0,0,65,1,1,1,184,126,1,100,92,2238,481,0,60,0,0,0,0,220,1,0
614,0,400,850,70,0,0,70,1,1,1,197,136,1,100,92,2628,482,0,60,0,0,0,0,220,1,0
615,0,400,850,70,0,0,75,1,1,1,208,145,1,100,92,3033,483,0,60,0,0,0,0,220,1,0
616,0,400,850,70,0,0,80,1,1,1,218,152,1,100,92,3452,484,0,60,0,0,0,0,220,1,0
617,0,400,850,70,0,0,85,1,1,1,234,164,1,100,92,3884,485,0,60,0,0,0,0,220,1,0
618,0,400,850,70,0,0,90,1,1,1,222,157,1,100,92,4331,486,0,60,0,0,0,0,220,1,0
619,0,450,950,350,1003,302,50,101,229,342,594,310,180,90,274,2343,487,0,60,0,0,0,0,300,10,0
620,0,450,950,350,135,0,70,111,351,462,780,396,240,90,274,5257,488,0,60,0,0,0,0,300,10,0
621,0,450,950,350,0,0,90,121,491,581,965,483,301,90,274,8662,489,0,60,0,0,0,0,300,10,0
622,0,450,950,250,0,0,40,96,170,282,501,267,150,95,275,1649,490,0,60,0,0,0,0,300,10,0
623,0,450,950,250,0,0,50,101,223,342,594,310,180,95,275,2343,491,0,60,0,0,0,0,300,10,0
624,0,450,950,300,1032,0,60,106,281,402,687,353,210,95,275,3721,492,0,60,0,0,0,0,300,10,0
625,0,450,950,300,1032,0,70,111,343,462,780,396,240,95,275,5257,493,0,60,0,0,0,0,300,10,0
626,0,450,950,300,0,0,80,116,409,521,872,440,271,95,275,6904,494,0,60,0,0,0,0,300,10,0
627,0,450,950,300,0,0,90,121,479,581,965,483,301,95,275,8662,495,0,60,0,0,0,0,300,10,0
628,0,500,1050,350,0,0,50,656,344,368,1025,460,194,90,276,46840,496,0,100,0,0,0,0,300,11,0
629,0,500,1050,400,1116,0,70,720,529,497,1345,588,259,90,276,105120,497,0,100,0,0,0,0,300,11,0
630,0,500,1050,450,0,0,90,781,738,626,1665,716,324,90,276,173240,498,0,100,0,0,0,0,300,11,0
631,0,300,770,130,1091,0,120,49,677,912,858,408,451,105,339,13160,660,0,60,0,0,0,0,700,3,400
632,0,300,770,130,1010,305,123,50,697,596,877,417,369,106,339,13482,661,0,60,0,0,0,0,700,3,400
633,0,300,700,130,1046,0,126,50,710,611,896,425,378,109,340,13806,662,0,60,0,0,0,0,700,3,400
634,0,300,770,130,1046,0,129,49,737,977,961,458,482,108,340,14402,663,0,60,0,0,0,0,300,4,400
635,0,250,780,200,0,0,122,50,686,592,870,414,367,107,341,13374,664,0,60,0,0,0,0,300,3,450
636,0,250,780,225,0,0,125,50,709,605,890,423,375,107,341,13698,665,0,60,0,0,0,0,300,3,450
637,0,250,780,228,0,0,128,51,729,620,909,431,383,108,342,14022,666,0,60,0,0,0,0,300,3,450
638,0,250,780,230,0,0,131,49,749,633,974,464,408,109,342,14624,667,0,60,0,0,0,0,300,4,450
639,0,300,770,150,1076,0,130,55,745,956,1060,510,324,108,343,15062,668,0,60,0,0,0,0,700,8,380
640,0,300,770,150,1076,0,134,56,777,985,1089,523,333,108,343,15524,669,0,60,0,0,0,0,700,8,380
641,0,300,770,150,1076,0,135,56,786,991,1097,527,336,108,344,15642,670,0,60,0,0,0,0,700,8,380
642,0,300,770,150,1076,0,138,57,810,1012,1119,537,343,108,344,15992,671,0,60,0,0,0,0,700,8,380
643,0,300,770,155,1131,0,133,51,777,642,941,446,397,106,345,18210,672,0,60,0,0,0,0,300,3,330
644,0,300,770,155,1131,0,136,52,802,656,960,454,405,106,345,18622,673,0,60,0,0,0,0,300,3,330
645,0,300,770,155,1131,0,139,50,827,670,1028,489,431,106,345,19405,674,0,60,0,0,0,0,300,4,330
646,0,300,770,270,117,0,141,50,839,679,1042,495,437,107,346,20565,675,0,60,0,0,0,0,300,4,590
647,0,300,770,270,119,0,146,51,877,702,1075,510,451,108,346,24617,676,0,60,0,0,0,0,300,4,590
648,0,300,800,220,0,0,142,50,847,683,1048,498,440,107,347,21395,677,0,60,0,0,0,0,300,4,480
649,0,300,800,240,0,0,145,58,873,1062,1170,560,359,107,347,24722,678,0,60,0,0,0,0,300,8,480
650,0,300,800,250,0,0,147,51,890,707,1082,513,454,107,347,25402,679,0,60,0,0,0,0,300,4,480
651,0,100,600,130,1093,0,149,70,902,1089,1147,628,368,108,348,30520,680,0,60,0,0,0,0,900,9,900
652,0,100,600,130,1093,0,152,71,923,1110,1169,639,375,109,348,33125,681,0,60,0,0,0,0,900,9,900
653,0,450,850,650,0,0,159,969,1901,1391,2769,1157,547,108,349,1303100,682,0,100,0,0,0,0,300,11,1150
654,0,450,850,140,1130,0,157,964,1828,1374,2737,1144,541,112,350,1146600,683,0,60,0,0,0,0,300,11,270
655,0,450,670,300,446,0,165,984,1930,1441,2865,1196,567,115,351,1471700,684,0,100,0,0,0,0,300,11,700
656,0,450,670,550,1055,0,167,989,2037,1458,2897,1208,573,108,352,1527800,685,0,100,0,0,0,0,300,11,950
657,0,300,850,90,0,0,158,72,1041,724,1211,575,273,107,354,33465,686,0,60,0,0,0,0,300,2,200
658,0,300,800,90,1010,305,159,72,1061,729,1218,578,274,105,354,34207,687,0,60,0,0,0,0,300,2,300
659,0,0,0,250,0,0,159,300,10,1,1250,459,1,10,353,34207,688,0,0,0,0,0,0,300,2,400
660,0,400,1000,350,0,0,85,766,625,594,1585,684,307,108,277,0,0,0,100,0,0,0,0,300,11,600
661,0,400,1000,350,0,0,85,766,625,594,1585,684,307,108,280,0,0,0,100,0,0,0,0,300,11,600
662,0,0,0,100,0,0,70,1429,0,223,253,270,10,0,278,2813,0,0,0,0,0,0,0,0,7,0
663,0,400,1000,150,0,0,80,35,360,468,391,652,167,105,279,3694,0,0,0,0,0,0,0,300,7,350
665,0,400,1000,350,0,0,125,881,1057,851,2225,940,437,108,277,0,649,0,100,0,0,0,0,300,11,600
666,0,400,1000,350,0,0,125,881,1057,851,2225,940,437,108,280,0,649,0,100,0,0,0,0,300,11,600
667,0,0,0,100,0,0,135,1500,0,265,317,343,10,0,278,7607,0,0,0,0,0,0,0,0,7,0
668,0,400,1000,150,0,0,115,40,588,656,536,876,232,105,279,6496,0,0,0,0,0,0,0,300,7,350
671,0,400,1000,350,0,0,190,1044,1904,1270,3265,1356,648,108,277,0,650,0,100,0,0,0,0,300,11,600
